org,aug
"If you're picking up your car at Gatwick International Airport, you'll want to choose the Standard type.","[IN:GET_RENTALCARS If you're picking up your car at [SL:PICKUP_LOCATION Gatwick International Airport], you'll want to choose the [SL:CAR_TYPE Standard] type. ]"
"If you are picking up from Grand Central Station, search for the car type Standard.","[IN:GET_RENTAL_CARS If you are picking up from [SL:PICKUP_LOCATION Grand Central Station], search for the [SL:CAR_TYPE car type Standard].]"
I prefer to travel to DC if I am given the option.,[IN:GET_TRAVEL I prefer to travel to [SL:LOCATION DC] if I am given the option.]
"If I'm getting a rental car, I want to pick it up at Hartsfield-Jackson International airport.","[IN:GET_RENTAL_CARS If I'm getting a rental car, I want to pick it up at [SL:PICKUP_LOCATION Hartsfield-Jackson International airport].]"
"If you're looking for Ramen, Tokyo Shabusushi Restaurant is the place to go.","[IN:GET_RESTAURANTS If you're looking for [SL:CUISINE Ramen], [SL:RESTAURANT_NAME Tokyo Shabusushi Restaurant] is the place to go.]"
Search for the event name Alejandro Sanz if the event type is Music.,[IN:GET_EVENTS Search for the [SL:EVENT_NAME event name Alejandro Sanz] if the [SL:EVENT_TYPE event type is Music]. ]
I'm looking for a Dentist that has cosmetic services available.,[IN:GET_DENTISTS I'm looking for a Dentist that has [SL:OFFERS_COSMETIC_SERVICES cosmetic services] available.]
"If you're looking for a Gynecologist, try Anjali Tate, M.D.","[IN:GET_DOCTORS If you're looking for a [SL:TYPE Gynecologist], try [SL:DOCTOR_NAME Anjali Tate, M.D.] ]"
Request Salon in Vallejo as your preferred city.,[IN:GET_SALONS Request Salon in [SL:CITY Vallejo] as your preferred city.]
I request Events in the city of Los Angeles.,[IN:GET_EVENTS I request Events in the city of [SL:CITY Los Angeles]. ]
"I am requesting a rental car from London, UK.","[IN:GET_RENTAL_CARS I am requesting a rental car from [SL:PICKUP_CITY London, UK]. ]"
"Request Travel to Paris, France as your preferred location.","[IN:GET_TRAVEL Request Travel to [SL:LOCATION Paris, France] as your preferred location.]"
I prefer an Ophthalmologist if I request a Doctor.,[IN:GET_DOCTORS I prefer an [SL:TYPE Ophthalmologist] if I request a Doctor.]
Request Events in the Sports category.,[IN:GET_EVENTS Request Events in the [SL:CATEGORY Sports] category. ]
Request Musical Media,[IN:GET_MEDIA Request [SL:GENRE Musical] Media]
"If the pickup location is the Portland Bus Station, search for a Standard car type.","[IN:GET_RENTAL_CARS If the pickup location is [SL:PICKUP_LOCATION Portland Bus Station], search for a [SL:CAR_TYPE Standard] car type. ]"
"When I inquire about Restaurants, I would like to go to Emile's.","[IN:GET_RESTAURANTS When I inquire about Restaurants, I would like to go to [SL:RESTAURANT_NAME Emile's]. ]"
"If I'm looking for Barbecue restaurants with moderate prices that serve alcohol, then I'll ask for that.","[IN:GET_RESTAURANTS If I'm looking for [SL:CUISINE Barbecue] restaurants with [SL:PRICE_RANGE moderate prices] that [SL:SERVES_ALCOHOL serve alcohol], then I'll ask for that.]"
"If I ask for Restaurants, my preferred cuisine is Izakaya or Pizza","[IN:GET_RESTAURANTS If I ask for Restaurants, my preferred cuisine is [SL:CUISINE Izakaya] or [SL:CUISINE Pizza]. ]"
"If I'm looking for somewhere to eat, I'd like to try some English food.","[IN:GET_RESTAURANTS If I'm looking for somewhere to eat, I'd like to try some [SL:CUISINE English] food.]"
Request Jamaican cuisine when searching for restaurants.,[IN:GET_RESTAURANTS Request [SL:CUISINE Jamaican cuisine] when searching for restaurants. ]
"When I'm looking for restaurants, my go-to cuisine is Curry.","[IN:GET_RESTAURANTS When I'm looking for restaurants, my go-to cuisine is [SL:CUISINE Curry]. ]"
I would like my event to be named USC versus UCLA if I request Events.,[IN:GET_EVENTS I would like my event to be named [SL:EVENT_NAME USC versus UCLA] if I request Events. ]
"I prefer London, England as my destination when I book with HouseStays.","[IN:GET_HOUSESTAYS I prefer [SL:WHERE_TO London, England] as my destination when I book with HouseStays. ]"
I want the Doctor in Burlingame if I'm requesting one.,[IN:GET_DOCTORS I want the Doctor in [SL:CITY Burlingame] if I'm requesting one.]
Request Tai Wu Restaurant when searching for restaurants.,[IN:GET_RESTAURANTS Request [SL:RESTAURANT_NAME Tai Wu Restaurant] when searching for restaurants. ]
"If I'm looking for a place to eat, I want somewhere that serves pasta.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, I want somewhere that serves [SL:CUISINE pasta]. ]"
"If I'm looking for a place to eat, I don't want to spend too much money.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, I don't want to spend too much money. ]"
Request A J Dental Lab when looking for a Dentist.,[IN:GET_DENTISTS Request [SL:DENTIST_NAME A J Dental Lab] when looking for a Dentist.]
"Search for Nikolajs Lapins, M.D. if you need a Dermatologist.","[IN:GET_DOCTORS Search for [SL:DOCTOR_NAME Nikolajs Lapins, M.D.] if you need a [SL:TYPE Dermatologist].]"
"If I'm looking for a specific event, I want it to be Padres versus Diamondbacks.","[IN:GET_EVENTS If I'm looking for a specific event, I want it to be [SL:EVENT_NAME Padres versus Diamondbacks]. ]"
"If you're looking for California cuisine, then you should expect to pay a moderate amount.","[IN:GET_RESTAURANTS If you're looking for [SL:CUISINE California cuisine], then you should expect to pay [SL:PRICE_RANGE a moderate amount]. ]"
Name the event Jason Isbell when making a request for Events.,[IN:GET_EVENTS Name the [SL:EVENT_NAME event Jason Isbell] when making a request for Events.]
"If I ask for Dentist, my preferred dentist name is Amazing Smile Dental or Darnell Jr Robert","[IN:GET_DENTISTS If I ask for Dentist, my preferred dentist name is [SL:DENTIST_NAME Amazing Smile Dental] or [SL:DENTIST_NAME Darnell Jr Robert] ]"
Request Salon in Healdsburg as your city of choice.,[IN:GET_SALONS Request Salon in [SL:CITY Healdsburg] as your city of choice.]
"If I'm searching for Southern restaurants, look for places that serve alcohol and have live music.","[IN:GET_RESTAURANTS If I'm searching for [SL:CUISINE Southern] restaurants, look for places that [SL:SERVES_ALCOHOL serve alcohol] and [SL:HAS_LIVE_MUSIC have live music].]"
"When I'm looking for a restaurant, I usually go for Diner food.","[IN:GET_RESTAURANTS When I'm looking for a restaurant, I usually go for [SL:CUISINE Diner food]. ]"
Request Events for Philadelphia.,[IN:GET_EVENTS Request Events for [SL:CITY Philadelphia].]
"If I ask for Hotels, my preferred hotel name is Aparthotel Adagio Access Paris La Villette","[IN:GET_HOTELS If I ask for Hotels, my preferred [SL:HOTEL_NAME Aparthotel Adagio Access Paris La Villette]]"
"When I request music, I usually prefer Country as my genre.","[IN:GET_MUSIC When I request music, I usually prefer [SL:GENRE Country] as my genre.]"
"If you're looking for a pizza and pasta place, try A16.","[IN:GET_RESTAURANTS If you're looking for a pizza and pasta place, try [SL:RESTAURANT_NAME A16].]"
"If I ask for Movies, my preferred theater name is Embarcadero Center Cinema or New Parkway Theater","[IN:GET_MOVIES If I ask for Movies, my preferred [SL:THEATER_NAME theater name] is Embarcadero Center Cinema or New Parkway Theater]"
"Request Restaurants with Italian cuisine in the moderate price range, with the name Gay 90's Pizza Co.","[IN:GET_RESTAURANTS Request Restaurants with [SL:CUISINE Italian] cuisine in the [SL:PRICE_RANGE moderate] price range, with the name [SL:RESTAURANT_NAME Gay 90's Pizza Co.]. ]"
I usually go to the Livermore Cinema when I want to watch a movie.,[IN:GET_MOVIES I usually go to the [SL:THEATER_NAME Livermore Cinema] when I want to watch a movie.]
"If I ask for Events, my preferred event name is Aly And Aj","[IN:GET_EVENTS If I ask for Events, my preferred [SL:EVENT_NAME event name] is Aly And Aj]"
"When I request movies from Rheem Theatre, I'd like to see Thriller movies that are regular showings.","[IN:GET_MOVIES When I request movies from [SL:THEATER_NAME Rheem Theatre], I'd like to see [SL:GENRE Thriller] movies that are [SL:SHOW_TYPE regular showings].]"
I prefer to go to Santa Clara when I'm looking for Movies.,[IN:GET_MOVIES I prefer to go to [SL:LOCATION Santa Clara] when I'm looking for Movies. ]
Search for 3 beds if you are looking in the Concord area.,[IN:GET_HOMES Search for [SL:NUMBER_OF_BEDS 3 beds] if you are looking in the [SL:ADDRESS Concord ] area. ]
"If I'm looking for a vacation spot, Sydney is my top choice.","[IN:GET_HOTELS If I'm looking for a vacation spot, [SL:LOCATION Sydney] is my top choice.]"
"If I'm looking for a restaurant, I'd like one that serves Pizza and Pasta.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, I'd like one that serves [SL:CUISINE Pizza and Pasta].]"
My preferred dentist is Access Dental - Santa Rosa when I am looking for a dentist.,[IN:GET_DENTISTS My preferred dentist is [SL:DENTIST_NAME Access Dental - Santa Rosa] when I am looking for a dentist.]
"If I'm looking for Events, I'd like the one called Golden Bears Vs Trojans.","[IN:GET_EVENTS If I'm looking for Events, I'd like the one called [SL:EVENT_NAME Golden Bears Vs Trojans]. ]"
Request Events and designate Vivian Green as the preferred event name.,[IN:GET_EVENTS Request Events and designate [SL:EVENT_NAME Vivian Green] as the preferred event name. ]
"Request Restaurants, and specify that you want Panera Bread.","[IN:GET_RESTAURANTS Request Restaurants, and specify that you want [SL:RESTAURANT_NAME Panera Bread]. ]"
Request RentalCars with Heathrow International Airport as the pickup location.,[IN:GET_RENTALCARS Request RentalCars with [SL:PICKUP_LOCATION Heathrow International Airport] as the pickup location.]
Request Advanced Ceramics Dental Studio as your preferred dentist when seeking dental care.,[IN:GET_DENTISTS Request [SL:DENTIST_NAME Advanced Ceramics Dental Studio] as your preferred dentist when seeking dental care.]
Request RentalCars with a pickup city of New York.,[IN:GET_RENTALCARS Request RentalCars with a [SL:PICKUP_CITY pickup city of New York].]
"If I'm looking for a salon, I'd prefer it to be for both men and women.","[IN:GET_SALONS If I'm looking for a salon, I'd prefer it to be for [SL:IS_UNISEX both men and women]. ]"
Request Restaurants in SFO as your preferred city.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY SFO ] as your preferred city. ]
"If I need to go to the dentist, I want to go to the Gilman Dental Group or see Valerie Gilman.","[IN:GET_DENTISTS If I need to go to the dentist, I want to go to the [SL:DENTIST_NAME Gilman Dental Group] or see [SL:DENTIST_NAME Valerie Gilman].]"
Request Restaurants in San Jose.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY San Jose]. ]
I prefer to watch scary movies when I am looking for a movie.,[IN:GET_MOVIES I prefer to watch [SL:GENRE scary] movies when I am looking for a movie.]
Check American Airlines for Economy seating class.,[IN:GET_FLIGHTS Check [SL:AIRLINES American Airlines] for [SL:SEATING_CLASS Economy seating class].]
"If I'm looking for Events, I want to be in San Francisco.","[IN:GET_EVENTS If I'm looking for Events, I want to be in [SL:CITY San Francisco]. ]"
"If I want information about a football game between the Raiders and Bengals, I should ask for events with the event type being sports and the category being football.","[IN:GET_EVENTS If I want information about a football game between [SL:EVENT_NAME the Raiders and Bengals], I should ask for events with [SL:EVENT_TYPE sports] and [SL:CATEGORY football]. ]"
"If the event is a musical performance, try searching for the artist Alejandro Sanz.","[IN:GET_EVENTS If the event is a musical performance, try searching for the artist [SL:EVENT_NAME Alejandro Sanz]. ]"
Request Salon in Redwood City.,[IN:GET_SALONS Request Salon in [SL:CITY Redwood City].]
"If you're in the mood for some Barbecue, try out Juban Yakiniku House.","[IN:GET_RESTAURANTS If you're in the mood for some [SL:CUISINE Barbecue], try out [SL:RESTAURANT_NAME Juban Yakiniku House].]"
"If I'm looking for a Salon, I want it to be in Pleasanton.","[IN:GET_SALONS If I'm looking for a Salon, I want it to be in [SL:CITY Pleasanton].]"
My desired location for a home is Concord if I am making a request.,[IN:GET_HOMES My desired location for a home is [SL:ADDRESS Concord] if I am making a request. ]
I prefer 3d movies when I'm asking for a movie show.,[IN:GET_MOVIES I prefer [SL:SHOW_TYPE 3d] movies when I'm asking for a movie show.]
I prefer to stay at Hotels when visiting L.A. (Los Angeles),[IN:GET_HOTELS I prefer to stay at Hotels when visiting [SL:LOCATION L.A. (Los Angeles)].]
State that your preferred city for a Dentist is Livermore.,[IN:GET_DENTISTS State that your preferred city for a Dentist is [SL:CITY Livermore]. ]
I prefer the event name Golden Bears Vs Trojans when requesting events.,[IN:GET_EVENTS I prefer the event name [SL:EVENT_NAME Golden Bears Vs Trojans ] when requesting events. ]
"If I'm looking for a place to eat, I'm into Korean Barbeque.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, I'm into [SL:CUISINE Korean Barbeque]. ]"
Request Salon services from Elite Hair Design.,[IN:GET_SALONS Request Salon services from [SL:SALON_NAME Elite Hair Design].]
Search for the Life is Beautiful Festival if the category is Hip hop.,[IN:GET_EVENTS Search for the [SL:EVENT_NAME Life is Beautiful Festival ] if the [SL:CATEGORY category is Hip hop]. ]
Search for Bellanico Restaurant And Wine Bar if you are looking for snacks.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Bellanico Restaurant And Wine Bar] if you are looking for snacks. ]
"If I'm looking for a place to stay, I'd rather go to Los Angeles.","[IN:GET_HOTELS If I'm looking for a place to stay, I'd rather go to [SL:LOCATION Los Angeles]. ]"
I prefer Martinez as the city when asking for Restaurants.,[IN:GET_RESTAURANTS I prefer [SL:CITY Martinez ] as the city when asking for Restaurants. ]
"If I ask for Restaurants, preferance serves alcohol, then restaurant name as Earth's Bounty Kitchen & Wine Bar","[IN:GET_RESTAURANTS If I ask for Restaurants, preference [SL:SERVES_ALCOHOL serves alcohol], then restaurant name as [SL:RESTAURANT_NAME Earth's Bounty Kitchen & Wine Bar].]"
I want my flights to be refundable if I ask for them.,[IN:GET_FLIGHTS I want my flights to be [SL:REFUNDABLE refundable] if I ask for them.]
Name A A Aesthetics Dental Care when I request a dentist.,[IN:GET_DENTISTS Name [SL:DENTIST_NAME A A Aesthetics Dental Care] when I request a dentist.]
Request Restaurants that serve seafood as their cuisine.,[IN:GET_RESTAURANTS Request Restaurants that serve [SL:CUISINE seafood] as their cuisine. ]
"If I'm looking for a place to eat, I want something that serves Parisian food.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, I want something that serves [SL:CUISINE Parisian] food. ]"
I prefer Menlo Park to be the city I visit for a Dentist.,[IN:GET_DENTISTS I prefer [SL:CITY Menlo Park] to be the city I visit for a Dentist.]
"If I'm looking for a doctor, I want it to be Dr. Steven G. Pascal, MD.","[IN:GET_DOCTORS If I'm looking for a doctor, I want it to be [SL:DOCTOR_NAME Dr. Steven G. Pascal, MD].]"
"If the event is a musical one, then search for the name Young the Giant.","[IN:GET_EVENTS If the event is a musical one, then search for the name [SL:EVENT_NAME Young the Giant]. ]"
"If you're looking for Filipino food, check to see how much it costs - it's usually not too expensive.","[IN:GET_RESTAURANTS If you're looking for [SL:CUISINE Filipino food], check to see [SL:PRICE_RANGE how much it costs] - it's usually not too expensive.]"
